Q1_Vehicle_Year,Q2_Vehicle_Brand,Q3_Aesthetic_Style,Q4_Friction_Wobble,Q4_Friction_Aesthetic,Q4_Friction_Block,Q4_Friction_Degradation,Q5_Rattle_Severity_Scale,Q6_Module_MagSafe,Q6_Module_BeverageLock,Q6_Module_BagHook,Q6_Module_Telemetry,Q6_Module_Tray,Q7_Primary_Concern,Q8_Price_Too_Cheap,Q9_Price_Bargain,Q10_Price_Expensive,Q11_Price_Too_Expensive,Q12_Reserve_Slot_Intent,Q13_Vehicle_Text,Segment
2025,Mercedes-Benz,The Purist,1,1,1,0,3,1,0,0,1,1,The Interaction,85,157,188,306,1,Mercedes EQS 580,Tech_Purist
2016,Toyota,The Functionalist,1,1,1,1,3,1,0,1,0,0,The Dash Fit,48,58,103,123,0,Toyota Camry SE,Practical_Upgrader
2020,Ford,The Purist,1,0,0,1,4,0,1,1,0,1,The Dash Fit,48,108,152,213,0,Ford Raptor R,Family_WorkMom
2024,BMW,The Enthusiast/Builder,1,1,0,0,2,1,0,1,1,0,The Rigidity,98,127,234,336,0,BMW M3 Competition,Elite_Enthusiast
2023,Porsche,The Enthusiast/Builder,1,1,0,1,4,1,1,1,1,1,The Rigidity,87,217,450,480,1,Porsche 911 Carrera S,Elite_Enthusiast
2025,Tesla,The Purist,1,1,1,0,4,1,0,0,1,1,The Rigidity,127,147,338,363,1,Tesla Model 3 Long Range,Tech_Purist
2026,BMW,The Purist,1,1,1,1,5,1,1,1,1,1,The Footprint,51,107,240,434,1,BMW X5 M,Tech_Purist
2023,Audi,The Purist,1,1,0,1,2,1,0,0,1,1,The Interaction,81,101,181,277,1,Audi Q8 e-tron,Tech_Purist
2021,Audi,The Purist,1,0,0,1,5,1,1,0,1,0,The Rigidity,87,154,224,483,1,Audi R8 V10,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,0,1,0,0,5,1,1,1,1,0,The Rigidity,177,197,262,527,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2022,Porsche,The Enthusiast/Builder,1,1,0,1,5,1,0,0,0,0,The Footprint,76,200,240,700,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2024,Land Rover,The Functionalist,0,0,1,1,4,1,1,1,0,1,The Footprint,61,88,163,249,0,Land Rover Defender 110,Family_WorkMom
2023,Tesla,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,1,The Footprint,100,120,200,308,1,Tesla Model S Plaid,Tech_Purist
2023,Tesla,The Functionalist,0,0,0,0,5,1,1,1,0,0,The Interaction,54,99,119,259,1,Tesla Model 3 Long Range,Family_WorkMom
2019,Land Rover,The Purist,0,0,1,1,5,0,1,1,0,1,The Rigidity,52,88,254,412,1,Range Rover Sport HSE,Family_WorkMom
2019,Kia,The Purist,1,1,0,0,3,1,0,1,0,0,The Footprint,32,64,79,130,0,Kia Sonet GT Line,Practical_Upgrader
2022,Audi,The Purist,1,0,1,1,3,0,1,1,0,0,The Dash Fit,77,94,154,500,0,Audi RS6 Avant,Family_WorkMom
2022,Land Rover,The Functionalist,0,0,1,0,3,1,1,1,1,1,The Dash Fit,103,129,298,323,0,Land Rover Defender 110,Family_WorkMom
2022,Mercedes-Benz,The Purist,1,1,0,0,3,1,0,0,1,1,The Dash Fit,52,116,227,315,1,Mercedes GLE 53 AMG,Tech_Purist
2023,Land Rover,The Purist,0,0,1,1,3,1,1,1,0,0,The Footprint,30,125,242,500,0,Land Rover Defender 110,Family_WorkMom
2025,BMW,The Functionalist,1,1,1,1,3,1,0,0,0,1,The Interaction,52,103,128,334,1,BMW 5 Series xDrive,Tech_Purist
2016,Toyota,The Purist,0,0,0,1,5,1,0,0,0,1,The Dash Fit,43,53,189,209,1,Toyota Camry SE,Practical_Upgrader
2015,Hyundai,The Functionalist,1,0,1,1,1,1,0,1,0,0,The Dash Fit,34,44,108,128,0,Hyundai Tucson,Practical_Upgrader
2019,Other,The Enthusiast/Builder,1,1,1,1,5,1,1,0,1,0,The Interaction,110,203,449,479,1,Genesis GV80,Elite_Enthusiast
2019,Hyundai,The Functionalist,1,1,0,0,2,0,0,0,0,1,The Rigidity,34,71,113,133,0,Hyundai Creta SX,Practical_Upgrader
2023,Land Rover,The Purist,1,0,1,0,3,1,1,1,0,0,The Dash Fit,30,124,189,953,1,Range Rover Sport HSE,Family_WorkMom
2022,BMW,The Functionalist,1,1,1,1,2,1,0,1,0,0,The Dash Fit,71,108,128,153,0,BMW X5 M,Family_WorkMom
2020,Tesla,The Functionalist,1,1,0,1,3,0,1,1,0,1,The Footprint,36,200,258,319,1,Tesla Model X,Family_WorkMom
2017,Maruti Suzuki,The Purist,1,0,1,1,4,1,0,1,1,1,The Dash Fit,31,56,141,161,1,Maruti Swift ZXI,Practical_Upgrader
2022,Jeep,The Functionalist,1,0,0,1,5,1,1,0,0,1,The Footprint,66,97,320,387,1,Jeep Gladiator Mojave,Family_WorkMom
2022,Land Rover,The Purist,1,0,1,1,3,1,1,1,0,0,The Dash Fit,84,99,290,315,0,Land Rover Discovery 5,Family_WorkMom
2026,BMW,The Purist,1,1,1,0,4,0,0,0,0,1,The Interaction,68,219,244,387,1,BMW M3 Competition,Tech_Purist
2021,Audi,The Enthusiast/Builder,0,1,0,1,4,0,0,0,1,0,The Rigidity,102,191,261,700,1,Audi Q8 e-tron,Elite_Enthusiast
2024,Porsche,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,1,The Interaction,61,254,430,700,1,Porsche 911 Carrera S,Elite_Enthusiast
2023,Audi,The Purist,1,1,0,1,5,1,1,0,1,0,The Rigidity,60,126,450,480,1,Audi R8 V10,Elite_Enthusiast
2023,Porsche,The Enthusiast/Builder,1,0,0,1,4,1,1,0,0,0,The Dash Fit,60,141,316,700,1,Porsche 911 Carrera S,Elite_Enthusiast
2024,Audi,The Enthusiast/Builder,1,1,1,0,5,0,0,0,1,0,The Rigidity,85,136,328,513,1,Audi RS6 Avant,Elite_Enthusiast
2024,Mercedes-Benz,The Functionalist,1,1,0,0,5,1,1,0,0,0,The Dash Fit,102,155,185,338,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2026,Porsche,The Purist,0,1,0,1,1,1,0,1,1,1,The Dash Fit,102,142,222,510,0,Porsche Macan GTS,Tech_Purist
2020,Audi,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,1,The Footprint,64,153,311,390,1,Audi RS6 Avant,Elite_Enthusiast
2019,Jeep,The Functionalist,0,0,0,0,5,1,1,1,0,0,The Footprint,56,102,122,318,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2020,Toyota,The Functionalist,1,0,1,1,4,1,0,0,0,1,The Rigidity,22,63,150,170,0,Toyota Fortuner,Practical_Upgrader
2022,Mercedes-Benz,The Purist,1,1,1,0,4,1,1,1,0,1,The Rigidity,36,105,149,367,1,Mercedes EQS 580,Family_WorkMom
2022,Tesla,The Purist,1,1,0,0,4,1,0,0,1,1,The Dash Fit,63,224,346,371,1,Tesla Model 3 Long Range,Tech_Purist
2020,BMW,The Enthusiast/Builder,1,1,0,0,4,1,1,0,1,0,The Interaction,111,145,301,400,1,BMW X5 M,Elite_Enthusiast
2020,Porsche,The Enthusiast/Builder,1,1,1,1,4,1,0,0,1,0,The Rigidity,113,252,379,587,1,Porsche Taycan Turbo,Elite_Enthusiast
2025,Porsche,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,1,The Interaction,118,193,223,700,1,Porsche Macan GTS,Elite_Enthusiast
2021,Audi,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,0,The Rigidity,154,174,267,535,1,Audi RS6 Avant,Elite_Enthusiast
2021,Tesla,The Functionalist,1,1,0,1,4,0,1,0,0,1,The Dash Fit,66,102,129,332,0,Tesla Model X,Family_WorkMom
2021,Audi,The Enthusiast/Builder,0,1,0,1,5,1,0,1,1,0,The Rigidity,106,203,331,411,1,Audi A4 S-Line,Elite_Enthusiast
2022,BMW,The Enthusiast/Builder,1,1,1,1,3,1,1,0,1,0,The Rigidity,121,167,259,422,1,BMW M4 CSL,Elite_Enthusiast
2020,Porsche,The Enthusiast/Builder,0,1,1,0,4,1,0,0,1,0,The Dash Fit,60,155,367,493,1,Porsche Taycan Turbo,Elite_Enthusiast
2022,Jeep,The Functionalist,0,0,1,1,3,0,1,1,0,1,The Rigidity,92,107,237,394,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2020,Porsche,The Purist,0,0,0,0,5,0,0,0,1,0,The Dash Fit,180,200,230,575,1,Porsche 911 Carrera S,Elite_Enthusiast
2024,Land Rover,The Functionalist,0,0,1,1,3,1,0,1,1,0,The Footprint,104,119,268,459,0,Land Rover Defender 110,Family_WorkMom
2020,BMW,The Enthusiast/Builder,1,1,0,1,4,1,1,1,1,1,The Footprint,77,114,156,290,1,BMW 5 Series xDrive,Family_WorkMom
2024,Tesla,The Functionalist,0,1,0,0,5,1,1,0,1,1,The Interaction,76,176,270,325,1,Tesla Model S Plaid,Tech_Purist
2025,Mercedes-Benz,The Enthusiast/Builder,1,1,1,0,4,1,0,1,1,1,The Rigidity,106,212,334,364,1,Mercedes EQS 580,Elite_Enthusiast
2024,Tesla,The Purist,0,1,1,0,5,1,0,0,0,1,The Interaction,63,178,203,228,1,Tesla Model Y Performance,Tech_Purist
2024,Tesla,The Purist,1,0,0,1,5,0,0,0,0,1,The Rigidity,104,156,293,318,1,Tesla Model S Plaid,Tech_Purist
2022,Audi,The Purist,1,1,0,0,3,1,0,1,1,0,The Dash Fit,112,178,208,683,1,Audi R8 V10,Elite_Enthusiast
2017,Honda,The Functionalist,1,0,0,1,2,0,1,1,1,1,The Rigidity,34,53,88,108,0,Honda Civic Type R,Practical_Upgrader
2019,Toyota,The Functionalist,1,1,1,1,5,0,1,0,0,0,The Footprint,39,65,93,217,1,Toyota Corolla Cross,Practical_Upgrader
2026,BMW,The Enthusiast/Builder,0,0,0,0,5,1,1,0,1,0,The Rigidity,60,137,231,410,1,BMW M3 Competition,Elite_Enthusiast
2023,Land Rover,The Purist,1,1,1,1,2,0,0,1,0,1,The Dash Fit,55,127,177,219,0,Range Rover Sport HSE,Family_WorkMom
2018,Maruti Suzuki,The Purist,1,0,1,0,1,0,1,0,1,1,The Footprint,54,120,135,155,0,Maruti Ertiga VXI,Practical_Upgrader
2025,Tesla,The Purist,1,1,1,0,2,1,0,0,1,1,The Rigidity,103,123,221,296,1,Tesla Model 3 Long Range,Tech_Purist
2023,Mercedes-Benz,The Enthusiast/Builder,0,1,0,1,5,1,0,0,1,0,The Footprint,63,150,230,447,1,Mercedes EQS 580,Elite_Enthusiast
2020,Mercedes-Benz,The Enthusiast/Builder,0,0,0,1,3,1,0,0,1,0,The Rigidity,90,136,267,416,1,Mercedes AMG C63,Elite_Enthusiast
2022,Land Rover,The Functionalist,0,0,1,1,4,1,1,1,1,0,The Dash Fit,72,104,267,366,0,Land Rover Discovery 5,Family_WorkMom
2026,Audi,The Purist,1,0,1,1,5,0,0,1,0,1,The Rigidity,66,178,198,253,1,Audi A4 S-Line,Family_WorkMom
2022,Tesla,The Purist,1,1,1,0,1,1,1,0,1,1,The Rigidity,113,133,158,343,0,Tesla Model Y Performance,Tech_Purist
2023,Ford,The Functionalist,1,0,1,1,4,1,1,1,0,1,The Footprint,57,72,319,344,1,Ford Mustang GT500,Family_WorkMom
2020,Tesla,The Functionalist,0,1,0,0,3,1,1,1,0,1,The Dash Fit,61,101,127,205,0,Tesla Model S Plaid,Family_WorkMom
2024,Audi,The Enthusiast/Builder,1,1,1,0,5,1,0,0,1,1,The Footprint,50,185,234,312,1,Audi RS6 Avant,Tech_Purist
2020,BMW,The Purist,1,1,0,1,4,1,0,0,1,1,The Dash Fit,68,234,450,636,1,BMW 5 Series xDrive,Elite_Enthusiast
2022,Land Rover,The Purist,0,1,0,1,4,1,1,1,0,0,The Dash Fit,64,121,141,274,1,Land Rover Defender 110,Family_WorkMom
2025,BMW,The Enthusiast/Builder,0,1,0,0,4,0,0,1,0,1,The Interaction,54,77,336,361,0,BMW M4 CSL,Tech_Purist
2017,Kia,The Functionalist,1,0,0,1,2,1,0,0,0,1,The Footprint,47,78,117,178,0,Kia EV6,Practical_Upgrader
2023,Tesla,The Functionalist,1,1,0,1,1,1,1,1,0,1,The Dash Fit,44,200,220,332,0,Tesla Model X,Family_WorkMom
2024,Tesla,The Functionalist,1,1,1,0,3,0,1,0,0,0,The Footprint,43,79,236,322,0,Tesla Model S Plaid,Family_WorkMom
2026,Audi,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,1,The Dash Fit,71,106,204,638,1,Audi R8 V10,Elite_Enthusiast
2020,BMW,The Functionalist,1,1,1,1,5,1,0,1,0,0,The Dash Fit,44,97,320,345,1,BMW 5 Series xDrive,Family_WorkMom
2021,Ford,The Enthusiast/Builder,0,0,0,1,5,0,1,1,0,0,The Dash Fit,42,84,320,500,0,Ford Bronco Wildtrak,Family_WorkMom
2021,Mercedes-Benz,The Enthusiast/Builder,1,0,0,1,4,1,1,0,1,0,The Rigidity,112,207,251,700,1,Mercedes AMG C63,Elite_Enthusiast
2026,Ford,The Functionalist,1,1,1,1,4,1,1,1,0,1,The Footprint,59,148,193,272,1,Ford Raptor R,Family_WorkMom
2025,BMW,The Functionalist,1,1,1,1,4,1,1,1,0,0,The Footprint,97,132,320,345,1,BMW M3 Competition,Family_WorkMom
2023,Porsche,The Enthusiast/Builder,0,1,1,0,5,1,0,1,0,0,The Rigidity,69,137,308,369,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2024,Tesla,The Enthusiast/Builder,0,0,0,1,3,1,0,0,0,1,The Rigidity,37,167,187,313,0,Tesla Model 3 Long Range,Family_WorkMom
2023,Mercedes-Benz,The Enthusiast/Builder,0,1,0,0,4,1,1,0,1,0,The Dash Fit,98,137,450,480,1,Mercedes EQS 580,Elite_Enthusiast
2023,BMW,The Functionalist,1,1,0,1,3,1,0,1,1,1,The Footprint,59,119,196,221,0,BMW M3 Competition,Family_WorkMom
2020,Porsche,The Purist,1,1,0,0,4,1,0,0,1,0,The Dash Fit,116,205,244,551,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2020,Honda,The Functionalist,0,0,0,1,3,1,1,1,0,1,The Dash Fit,37,47,77,208,0,Honda Civic Type R,Practical_Upgrader
2021,Mercedes-Benz,The Purist,1,1,1,0,3,1,1,0,0,0,The Interaction,73,113,189,312,1,Mercedes GLE 53 AMG,Tech_Purist
2025,BMW,The Purist,0,1,1,0,2,1,1,0,0,0,The Rigidity,58,104,145,513,0,BMW 5 Series xDrive,Tech_Purist
2025,BMW,The Purist,1,1,1,0,4,1,1,0,1,1,The Interaction,89,109,254,279,1,BMW X5 M,Tech_Purist
2023,Jeep,The Enthusiast/Builder,0,0,0,1,3,1,1,1,1,0,The Footprint,49,97,172,500,1,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2019,Porsche,The Purist,1,1,0,0,3,1,1,0,1,0,The Rigidity,78,128,237,609,1,Porsche Macan GTS,Elite_Enthusiast
2021,Land Rover,The Functionalist,1,0,0,1,3,1,0,1,0,1,The Footprint,30,84,320,345,1,Land Rover Discovery 5,Family_WorkMom
2022,Tesla,The Enthusiast/Builder,0,1,0,0,3,1,1,0,0,1,The Footprint,70,240,265,295,1,Tesla Model S Plaid,Tech_Purist
2023,Tesla,The Purist,1,1,0,1,4,1,0,0,0,1,The Rigidity,61,95,356,433,1,Tesla Model Y Performance,Tech_Purist
2019,Mercedes-Benz,The Functionalist,0,1,1,1,3,1,1,0,0,1,The Footprint,80,168,188,214,0,Mercedes AMG C63,Family_WorkMom
2026,BMW,The Enthusiast/Builder,1,1,0,1,4,1,1,0,1,1,The Footprint,88,126,314,626,1,BMW 5 Series xDrive,Elite_Enthusiast
2022,Mercedes-Benz,The Functionalist,1,0,1,1,4,0,1,0,0,1,The Footprint,51,115,193,395,0,Mercedes GLE 53 AMG,Family_WorkMom
2021,Audi,The Functionalist,0,0,1,1,3,1,1,0,0,1,The Footprint,43,58,236,422,0,Audi RS6 Avant,Family_WorkMom
2023,Tesla,The Purist,0,0,0,0,2,1,0,0,1,1,The Footprint,76,110,174,423,0,Tesla Model S Plaid,Tech_Purist
2023,Audi,The Functionalist,1,1,0,1,5,1,0,0,1,1,The Dash Fit,69,129,380,405,1,Audi RS6 Avant,Tech_Purist
2023,Jeep,The Functionalist,0,1,1,1,4,1,1,0,0,0,The Rigidity,101,116,136,280,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2018,Maruti Suzuki,The Functionalist,0,0,0,1,3,1,1,0,0,1,The Footprint,44,54,69,141,0,Maruti Baleno Alpha,Practical_Upgrader
2026,Tesla,The Purist,0,1,0,1,1,1,1,1,0,0,The Footprint,51,155,308,333,0,Tesla Model X,Tech_Purist
2023,Audi,The Enthusiast/Builder,0,1,1,1,4,1,0,0,1,1,The Rigidity,72,205,235,322,1,Audi R8 V10,Elite_Enthusiast
2026,Audi,The Enthusiast/Builder,0,1,1,0,4,1,0,0,1,0,The Rigidity,63,182,327,363,1,Audi RS6 Avant,Elite_Enthusiast
2025,Porsche,The Enthusiast/Builder,1,0,1,0,4,1,0,0,1,1,The Rigidity,90,259,289,319,1,Porsche Taycan Turbo,Elite_Enthusiast
2021,Porsche,The Purist,1,1,0,1,5,1,0,0,0,0,The Rigidity,103,158,241,542,1,Porsche Taycan Turbo,Elite_Enthusiast
2026,Audi,The Enthusiast/Builder,0,0,1,1,3,1,0,1,1,0,The Dash Fit,115,135,245,700,1,Audi RS6 Avant,Elite_Enthusiast
2020,Audi,The Enthusiast/Builder,1,1,0,1,4,1,0,0,1,1,The Dash Fit,107,200,424,454,1,Audi RS6 Avant,Elite_Enthusiast
2024,Land Rover,The Functionalist,1,0,1,1,5,0,1,1,0,0,The Dash Fit,72,141,241,267,1,Range Rover Sport HSE,Family_WorkMom
2022,Audi,The Enthusiast/Builder,1,0,0,1,5,1,1,0,1,0,The Rigidity,94,137,300,330,1,Audi R8 V10,Elite_Enthusiast
2021,Honda,The Functionalist,0,0,1,1,2,1,1,1,0,1,The Footprint,26,55,74,127,0,Honda CR-V Sport,Practical_Upgrader
2025,Audi,The Purist,1,1,0,1,4,1,0,0,1,0,The Rigidity,85,185,397,427,1,Audi Q8 e-tron,Elite_Enthusiast
2024,Tesla,The Functionalist,0,0,1,1,3,1,1,0,0,1,The Rigidity,87,152,238,315,0,Tesla Model X,Family_WorkMom
2024,Audi,The Functionalist,0,0,1,1,2,1,1,1,1,0,The Dash Fit,61,166,307,476,0,Audi R8 V10,Family_WorkMom
2017,Honda,The Functionalist,0,0,1,1,3,1,0,1,0,1,The Dash Fit,33,71,148,168,0,Honda Civic Type R,Practical_Upgrader
2020,BMW,The Enthusiast/Builder,1,1,0,1,3,0,1,0,1,0,The Rigidity,81,164,391,586,1,BMW M4 CSL,Elite_Enthusiast
2021,Tesla,The Functionalist,1,1,1,0,4,1,1,1,0,0,The Rigidity,50,65,218,243,1,Tesla Model S Plaid,Family_WorkMom
2015,Toyota,The Purist,0,1,1,1,3,1,1,1,0,1,The Rigidity,21,41,109,223,0,Toyota Innova Crysta,Practical_Upgrader
2019,Hyundai,The Functionalist,0,0,1,1,2,1,1,1,0,1,The Footprint,33,64,141,161,0,Hyundai i20 Sportz,Practical_Upgrader
2017,Toyota,The Purist,1,0,1,0,1,1,1,1,0,0,The Rigidity,38,60,117,137,0,Toyota Camry SE,Practical_Upgrader
2026,Mercedes-Benz,The Functionalist,0,0,1,1,5,1,0,1,0,0,The Dash Fit,41,115,320,403,1,Mercedes EQS 580,Family_WorkMom
2024,Porsche,The Purist,0,0,1,1,3,1,0,0,0,1,The Dash Fit,77,109,180,661,0,Porsche Macan GTS,Elite_Enthusiast
2025,Tesla,The Purist,0,1,0,0,4,1,0,0,0,1,The Footprint,50,121,363,388,1,Tesla Model S Plaid,Tech_Purist
2015,Honda,The Functionalist,0,0,1,1,3,1,1,0,0,0,The Footprint,51,61,76,137,0,Honda City ZX,Practical_Upgrader
2025,Tesla,The Purist,0,1,0,1,4,0,0,0,1,1,The Footprint,53,153,201,226,1,Tesla Model X,Tech_Purist
2026,Tesla,The Functionalist,0,1,0,1,3,1,0,0,1,1,The Footprint,62,89,260,285,1,Tesla Model S Plaid,Tech_Purist
2022,Land Rover,The Functionalist,0,0,1,1,2,0,1,1,0,0,The Rigidity,46,117,185,326,0,Land Rover Discovery 5,Family_WorkMom
2024,BMW,The Purist,1,1,0,0,3,1,1,1,1,1,The Dash Fit,81,101,240,265,1,BMW M4 CSL,Tech_Purist
2024,BMW,The Enthusiast/Builder,0,1,0,1,3,0,0,0,1,1,The Rigidity,96,149,222,490,1,BMW X5 M,Elite_Enthusiast
2019,Jeep,The Purist,0,1,0,1,3,1,1,1,0,1,The Rigidity,82,97,143,316,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2022,Jeep,The Functionalist,0,1,0,0,4,1,1,1,0,1,The Dash Fit,34,87,307,332,0,Jeep Wrangler Rubicon 4xe,Family_WorkMom
2021,Tesla,The Purist,0,0,0,0,3,1,0,1,0,0,The Rigidity,30,58,212,404,0,Tesla Model 3 Long Range,Family_WorkMom
2021,BMW,The Enthusiast/Builder,1,1,1,1,1,0,0,1,1,1,The Dash Fit,60,187,445,700,0,BMW M4 CSL,Elite_Enthusiast
2022,Ford,The Enthusiast/Builder,0,1,0,1,4,1,1,0,1,0,The Rigidity,99,190,220,700,1,Ford Raptor R,Elite_Enthusiast
2021,BMW,The Purist,1,1,1,1,4,1,1,0,1,0,The Footprint,56,101,226,574,1,BMW M3 Competition,Tech_Purist
2018,BMW,The Enthusiast/Builder,0,1,0,1,5,1,0,1,0,1,The Dash Fit,118,133,284,309,0,BMW M3 Competition,Family_WorkMom
2021,Tesla,The Purist,1,1,0,1,4,1,0,1,1,1,The Footprint,48,209,234,578,1,Tesla Model 3 Long Range,Tech_Purist
2026,Mercedes-Benz,The Functionalist,1,0,1,0,4,1,1,1,0,0,The Rigidity,132,197,450,700,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2022,Mercedes-Benz,The Functionalist,0,1,1,1,4,0,1,1,0,1,The Footprint,51,82,104,500,1,Mercedes EQS 580,Family_WorkMom
2026,Jeep,The Functionalist,0,1,1,0,5,0,1,1,0,0,The Interaction,46,163,183,500,0,Jeep Grand Cherokee L,Family_WorkMom
2023,Other,The Enthusiast/Builder,1,1,1,0,5,1,0,0,1,1,The Rigidity,72,114,280,380,1,Genesis GV80,Elite_Enthusiast
2021,Tesla,The Functionalist,1,0,1,1,3,0,1,1,1,0,The Footprint,67,107,249,274,0,Tesla Model S Plaid,Family_WorkMom
2023,Porsche,The Purist,1,1,1,0,3,0,1,0,1,0,The Dash Fit,73,137,450,480,1,Porsche Cayman 718 GT4,Elite_Enthusiast
2023,Mercedes-Benz,The Functionalist,1,0,0,0,4,1,0,0,1,0,The Footprint,60,140,307,700,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2015,Kia,The Purist,1,0,1,1,3,1,1,1,0,1,The Rigidity,45,55,200,220,0,Kia Sonet GT Line,Practical_Upgrader
2023,Tesla,The Purist,1,0,0,1,4,1,1,0,0,1,The Footprint,84,99,119,182,1,Tesla Model X,Family_WorkMom
2016,Toyota,The Functionalist,1,0,1,0,3,1,1,0,0,1,The Rigidity,15,113,128,148,0,Toyota Fortuner,Practical_Upgrader
2023,Tesla,The Functionalist,1,0,0,1,2,1,1,1,0,0,The Dash Fit,63,117,248,456,0,Tesla Model Y Performance,Family_WorkMom
2024,Tesla,The Functionalist,1,0,1,1,4,1,0,0,0,0,The Footprint,61,103,313,464,1,Tesla Model 3 Long Range,Tech_Purist
2022,Audi,The Purist,0,1,0,0,5,1,0,1,0,1,The Footprint,68,240,265,290,1,Audi Q8 e-tron,Tech_Purist
2021,BMW,The Enthusiast/Builder,0,0,0,0,3,1,0,1,0,1,The Footprint,75,109,283,308,0,BMW X5 M,Tech_Purist
2024,Land Rover,The Purist,0,1,0,1,4,1,0,1,0,0,The Footprint,47,200,220,245,1,Land Rover Discovery 5,Family_WorkMom
2022,Land Rover,The Purist,1,0,0,1,3,1,1,1,0,1,The Dash Fit,82,97,157,365,0,Land Rover Defender 110,Family_WorkMom
2018,Tesla,The Enthusiast/Builder,0,0,0,1,5,1,0,1,0,1,The Footprint,75,168,188,368,0,Tesla Model Y Performance,Family_WorkMom
2023,Honda,The Functionalist,1,0,0,0,4,1,0,1,0,1,The Dash Fit,28,50,142,162,0,Honda Amaze,Practical_Upgrader
2014,Hyundai,The Functionalist,1,0,0,1,3,1,1,1,0,1,The Interaction,35,63,78,198,0,Hyundai Tucson,Practical_Upgrader
2019,Nissan,The Functionalist,0,0,0,0,4,1,1,0,0,0,The Footprint,39,49,108,128,0,Nissan Magnite Turbo,Practical_Upgrader
2026,Mercedes-Benz,The Enthusiast/Builder,1,1,0,0,5,1,0,0,1,0,The Rigidity,125,145,268,497,1,Mercedes GLE 53 AMG,Elite_Enthusiast
2022,Tesla,The Purist,0,1,0,1,4,1,0,0,0,1,The Footprint,67,168,193,580,1,Tesla Model 3 Long Range,Tech_Purist
2015,Maruti Suzuki,The Functionalist,1,0,1,1,3,0,0,1,0,1,The Rigidity,38,90,129,149,0,Maruti Brezza ZXI,Practical_Upgrader
2020,Mercedes-Benz,The Purist,1,1,0,1,5,1,0,1,1,1,The Rigidity,61,138,450,675,1,Mercedes AMG C63,Elite_Enthusiast
2022,Mercedes-Benz,The Functionalist,1,1,1,0,3,1,0,0,0,0,The Rigidity,74,94,280,408,1,Mercedes EQS 580,Elite_Enthusiast
2021,BMW,The Purist,0,1,0,1,3,1,1,0,1,1,The Footprint,61,157,318,491,1,BMW M3 Competition,Tech_Purist
2024,Tesla,The Purist,0,1,1,1,5,1,0,0,1,0,The Dash Fit,76,96,220,580,1,Tesla Model Y Performance,Tech_Purist
2014,Honda,The Enthusiast/Builder,1,1,0,1,4,0,1,1,1,0,The Footprint,37,67,110,168,1,Honda City ZX,Practical_Upgrader
2023,Porsche,The Enthusiast/Builder,0,1,0,0,4,0,0,0,1,1,The Dash Fit,60,152,295,654,1,Porsche Macan GTS,Elite_Enthusiast
2026,Tesla,The Purist,1,1,0,0,3,1,0,0,1,0,The Rigidity,67,87,278,303,1,Tesla Model S Plaid,Tech_Purist
2025,Porsche,The Enthusiast/Builder,1,1,1,1,4,1,0,0,1,0,The Footprint,62,127,351,650,1,Porsche Macan GTS,Elite_Enthusiast
2024,BMW,The Enthusiast/Builder,1,0,1,1,4,1,0,0,1,0,The Footprint,104,198,344,459,1,BMW M4 CSL,Elite_Enthusiast
2022,Audi,The Enthusiast/Builder,1,0,0,1,3,1,0,0,1,0,The Interaction,110,130,308,338,1,Audi Q8 e-tron,Elite_Enthusiast
2019,Honda,The Enthusiast/Builder,1,0,0,1,4,0,0,1,0,1,The Dash Fit,46,57,100,120,0,Honda City ZX,Practical_Upgrader
2024,Tesla,The Purist,1,1,1,0,3,1,0,0,1,0,The Footprint,90,162,289,314,1,Tesla Model Y Performance,Tech_Purist
2021,Ford,The Functionalist,1,1,1,0,4,0,1,1,0,0,The Footprint,41,118,157,348,1,Ford Raptor R,Family_WorkMom
2019,Ford,The Functionalist,0,0,1,1,3,0,1,1,0,0,The Footprint,30,92,320,348,0,Ford Mustang GT500,Family_WorkMom
2022,Kia,The Functionalist,1,1,1,1,5,1,1,0,0,0,The Dash Fit,34,109,124,144,1,Kia Carens,Practical_Upgrader
2021,Other,The Purist,0,0,0,0,3,0,1,1,1,0,The Dash Fit,47,148,272,297,0,Genesis GV80,Family_WorkMom
2016,Hyundai,The Purist,1,0,0,1,1,1,1,1,0,0,The Footprint,44,54,143,163,0,Hyundai Verna,Practical_Upgrader
